match,player,emg_mean,emg_std,facial_skin_temperature_mean,facial_skin_temperature_std,gsr_mean,gsr_std,heart_rate_mean,heart_rate_std,imu_chair_back_mean,imu_chair_back_std,imu_chair_seat_mean,imu_chair_seat_std,imu_left_hand_mean,imu_left_hand_std,imu_right_hand_mean,imu_right_hand_std,report_role,report_performance_evaluation,report_performance_evaluation_teammates,report_mental_load,report_sensing_system_disturbance,spo2_mean,spo2_std,eeg_band_power_mean,eeg_band_power_std,eeg_metrics_mean,eeg_metrics_std,eye_tracker_mean,eye_tracker_std,imu_head_mean,imu_head_std,keyboard_mean,keyboard_std,mouse_mean,mouse_std,player_id,team,hours_played,best_rank_achieved,rank_season_9,dominant_hand,emg_gsr_ratio,heart_emg_ratio,gsr_spo2_diff
match_10,player_0,268.8620369354001,179.27011498004902,359.8599154416311,197.78696783753819,56251.152847349134,417.00453507012486,387.9081551022329,201.14518967565084,48.19923234983443,23.567057418619434,67.98827232163329,23.53381375854871,49.58167525967845,35.2220423748534,53.46529401983574,32.37582805179937,mid,1.0,1.0,1.0,a little bit,392.3681774617866,198.9641572316534,,,,,767.6367981417252,432.37075028148246,,,343.1154494894238,198.8179946019302,746.5783312628117,469.81862871542995,0,amateurs,336,gold,gold,right,0.004779671585758277,1.442777708898555,55858.78466988735
match_10,player_0,268.8620369354001,179.27011498004902,359.8599154416311,197.78696783753819,56251.152847349134,417.00453507012486,387.9081551022329,201.14518967565084,48.19923234983443,23.567057418619434,67.98827232163329,23.53381375854871,49.58167525967845,35.2220423748534,53.46529401983574,32.37582805179937,mid,1.0,1.0,1.0,a little bit,392.3681774617866,198.9641572316534,,,,,767.6367981417252,432.37075028148246,,,343.1154494894238,198.8179946019302,746.5783312628117,469.81862871542995,0,pros,5000,diamond,diamond,left,0.004779671585758277,1.442777708898555,55858.78466988735
match_10,player_1,234.6739012804093,137.80923643407104,317.5998452961649,172.6658423233142,14107.43035705762,2759.7668280884927,334.47092242969296,169.35465674516496,55.75745597231298,33.35282469066265,60.15904328288001,24.013770771319788,48.001555174127866,27.595700300181733,40.26470587042603,23.272308829430752,support,1.0,2.0,3.0,a little bit,392.3233675297262,197.89980362003627,,,,,,,,,343.03984318016046,198.60398370035418,697.5510369631907,415.19573101004727,1,amateurs,1200,gold,gold,right,0.01663477297595679,1.4252582804458473,13715.106989527892
match_10,player_1,234.6739012804093,137.80923643407104,317.5998452961649,172.6658423233142,14107.43035705762,2759.7668280884927,334.47092242969296,169.35465674516496,55.75745597231298,33.35282469066265,60.15904328288001,24.013770771319788,48.001555174127866,27.595700300181733,40.26470587042603,23.272308829430752,support,1.0,2.0,3.0,a little bit,392.3233675297262,197.89980362003627,,,,,,,,,343.03984318016046,198.60398370035418,697.5510369631907,415.19573101004727,1,pros,6000,diamond,diamond,right,0.01663477297595679,1.4252582804458473,13715.106989527892
match_10,player_2,233.27252003807476,134.8541484440009,360.4887355051526,197.38146307065944,9816.903222127996,1020.5476744402049,379.1277438850178,200.71653183276686,45.77366575567841,23.575388902202217,61.916097945004196,23.534568226683916,50.06223302227148,25.829802416592837,50.269035046652064,25.33780747146935,top,4.0,1.0,3.0,no,391.7978904816747,197.79164087649394,,,,,625.4251710912533,378.22409354490895,,,343.079412837345,198.58037369989236,614.3313200360493,392.6063550497086,2,amateurs,1000,platinum,platinum,right,0.023762332655831792,1.6252567691980169,9425.10533164632
match_10,player_2,233.27252003807476,134.8541484440009,360.4887355051526,197.38146307065944,9816.903222127996,1020.5476744402049,379.1277438850178,200.71653183276686,45.77366575567841,23.575388902202217,61.916097945004196,23.534568226683916,50.06223302227148,25.829802416592837,50.269035046652064,25.33780747146935,top,4.0,1.0,3.0,no,391.7978904816747,197.79164087649394,,,,,625.4251710912533,378.22409354490895,,,343.079412837345,198.58037369989236,614.3313200360493,392.6063550497086,2,pros,5000,diamond,diamond,right,0.023762332655831792,1.6252567691980169,9425.10533164632
match_10,player_3,232.9977851951711,133.66307984922307,360.34144677958733,197.47483906187483,14662.31406711754,1219.8406311771932,392.8362248059149,200.6928254311816,59.01784474375331,23.502300600539453,39.720066558735226,29.86644503490383,54.28353651853774,25.310612951871036,57.27535941167223,24.70964008712869,jungle,1.0,1.0,4.0,yes,390.2330657015466,200.30458849476005,25.860894886407724,20.93171462385863,19.295316826353503,10.460803470320412,735.8680103511289,342.1445121869013,33.127474114553706,19.268409911496875,343.1401805251641,198.56005812449968,633.9573043131876,432.11044169362214,3,amateurs,400,no_rank,no_rank,right,0.0158909285473439,1.6860084004268385,14272.081001415994
match_10,player_3,232.9977851951711,133.66307984922307,360.34144677958733,197.47483906187483,14662.31406711754,1219.8406311771932,392.8362248059149,200.6928254311816,59.01784474375331,23.502300600539453,39.720066558735226,29.86644503490383,54.28353651853774,25.310612951871036,57.27535941167223,24.70964008712869,jungle,1.0,1.0,4.0,yes,390.2330657015466,200.30458849476005,25.860894886407724,20.93171462385863,19.295316826353503,10.460803470320412,735.8680103511289,342.1445121869013,33.127474114553706,19.268409911496875,343.1401805251641,198.56005812449968,633.9573043131876,432.11044169362214,3,pros,10000,master,master,right,0.0158909285473439,1.6860084004268385,14272.081001415994
match_10,player_4,237.24015772282095,137.19782168728085,369.835,197.67028523950347,14123.699869799533,1264.7384225658814,376.63540689798896,199.78685296405985,50.97304225172893,23.574337778993453,69.23946477985848,23.587505974576843,46.62226187454719,26.97063651377027,55.03735205368228,26.604819489006644,adc,1.0,1.0,3.0,a little bit,391.8357534294412,199.60758069673705,184.95324395616336,287.82211957836347,17.305591017765355,9.219349769766662,722.4471556115517,401.32085144819354,29.356967273090905,17.13882457732013,343.0631610138585,198.66493943797755,772.0584341238363,478.2705237750319,4,amateurs,415,gold,gold,right,0.016797309479317825,1.5875702028088345,13731.864116370092
match_10,player_4,237.24015772282095,137.19782168728085,369.835,197.67028523950347,14123.699869799533,1264.7384225658814,376.63540689798896,199.78685296405985,50.97304225172893,23.574337778993453,69.23946477985848,23.587505974576843,46.62226187454719,26.97063651377027,55.03735205368228,26.604819489006644,adc,1.0,1.0,3.0,a little bit,391.8357534294412,199.60758069673705,184.95324395616336,287.82211957836347,17.305591017765355,9.219349769766662,722.4471556115517,401.32085144819354,29.356967273090905,17.13882457732013,343.0631610138585,198.66493943797755,772.0584341238363,478.2705237750319,4,pros,7000,diamond,diamond,right,0.016797309479317825,1.5875702028088345,13731.864116370092
match_11,player_0,391.82383833717205,224.7624408450993,595.8544965371889,333.6656337946124,13123.312407467029,1132.846594079426,627.0532347310833,337.8151160206737,92.37146020135441,39.510727858657916,89.80481822469956,39.50302334328854,81.75227864569881,47.69773163789473,79.88256689447816,45.91194817041444,adc,5.0,4.0,4.0,no,626.8814058644281,335.4312543653409,,,,,837.9971166345026,417.9882925498908,,,578.8222192224622,334.6307010451197,1017.2826259999747,580.5975050501455,0,amateurs,336,gold,gold,right,0.029857083801828208,1.600344776856448,12496.431001602601
match_11,player_0,391.82383833717205,224.7624408450993,595.8544965371889,333.6656337946124,13123.312407467029,1132.846594079426,627.0532347310833,337.8151160206737,92.37146020135441,39.510727858657916,89.80481822469956,39.50302334328854,81.75227864569881,47.69773163789473,79.88256689447816,45.91194817041444,adc,5.0,4.0,4.0,no,626.8814058644281,335.4312543653409,,,,,837.9971166345026,417.9882925498908,,,578.8222192224622,334.6307010451197,1017.2826259999747,580.5975050501455,0,pros,5000,diamond,diamond,left,0.029857083801828208,1.600344776856448,12496.431001602601
match_11,player_1,393.4415963651015,229.08086958888353,596.472543448361,333.15815803766935,16385.166189157746,3233.454280564364,616.7436562457492,338.7180621457753,75.24224085626328,39.589047668566025,90.62018833058286,39.588448179522665,75.58278882268385,41.03037345961508,79.6512560801709,45.949464210126116,top,4.0,3.0,4.0,a little bit,627.8216374332005,334.18782050648923,51.93460860481947,25.982617591913233,172.47607634109843,85.28420984606419,,,300.2486818563541,149.8493741541279,578.7268088552916,334.62642877926925,925.3217737595022,527.6758757555207,1,amateurs,1200,gold,gold,right,0.0240120601646039,1.5675608791142397,15757.344551724545
match_11,player_1,393.4415963651015,229.08086958888353,596.472543448361,333.15815803766935,16385.166189157746,3233.454280564364,616.7436562457492,338.7180621457753,75.24224085626328,39.589047668566025,90.62018833058286,39.588448179522665,75.58278882268385,41.03037345961508,79.6512560801709,45.949464210126116,top,4.0,3.0,4.0,a little bit,627.8216374332005,334.18782050648923,51.93460860481947,25.982617591913233,172.47607634109843,85.28420984606419,,,300.2486818563541,149.8493741541279,578.7268088552916,334.62642877926925,925.3217737595022,527.6758757555207,1,pros,6000,diamond,diamond,right,0.0240120601646039,1.5675608791142397,15757.344551724545
match_11,player_2,391.47770415427726,226.1434967183901,593.2963472386404,333.63598542748053,16010.704681746247,1036.2727884620117,621.2280383394213,338.3143651030333,85.88235294117646,28.994868893397822,101.47057193766676,29.42610284456746,77.99108271724948,41.620174575200664,75.39630876171759,41.823897688826854,mid,3.0,3.0,5.0,a little bit,626.5729113783564,333.45569878750996,50.85576368279195,25.721017861111484,172.00608917088374,85.17899879508899,830.4184538847618,447.3381964898622,300.12143414315955,149.8081254957236,579.1641063714903,335.141105972243,1021.2590665764554,562.8855804101537,2,amateurs,1000,platinum,platinum,right,0.024450997748784207,1.586879738386639,15384.13177036789
match_11,player_2,391.47770415427726,226.1434967183901,593.2963472386404,333.63598542748053,16010.704681746247,1036.2727884620117,621.2280383394213,338.3143651030333,85.88235294117646,28.994868893397822,101.47057193766676,29.42610284456746,77.99108271724948,41.620174575200664,75.39630876171759,41.823897688826854,mid,3.0,3.0,5.0,a little bit,626.5729113783564,333.45569878750996,50.85576368279195,25.721017861111484,172.00608917088374,85.17899879508899,830.4184538847618,447.3381964898622,300.12143414315955,149.8081254957236,579.1641063714903,335.141105972243,1021.2590665764554,562.8855804101537,2,pros,5000,diamond,diamond,right,0.024450997748784207,1.586879738386639,15384.13177036789
match_11,player_3,392.49399461873236,235.496221513684,565.1740139564677,315.99381203304984,29185.458374632635,3031.8846436411022,625.7754797570111,338.13741026905507,93.06368308095128,39.486053090873135,58.248184102960714,40.13855606087833,80.10043972925317,42.55134194223929,68.02941084673569,39.302295907376326,support,2.0,3.0,5.0,yes,628.3203135904739,334.79402948612017,55.55497153379689,33.320934290145644,165.44016387903562,95.1286907627575,871.020938302042,425.57271319022533,289.1332280184834,167.0725059129441,578.6945869330453,334.70780603031227,843.9407770835446,557.2573311334589,3,amateurs,400,no_rank,no_rank,right,0.013448272409058043,1.5943568226324862,28557.138061042162
match_11,player_3,392.49399461873236,235.496221513684,565.1740139564677,315.99381203304984,29185.458374632635,3031.8846436411022,625.7754797570111,338.13741026905507,93.06368308095128,39.486053090873135,58.248184102960714,40.13855606087833,80.10043972925317,42.55134194223929,68.02941084673569,39.302295907376326,support,2.0,3.0,5.0,yes,628.3203135904739,334.79402948612017,55.55497153379689,33.320934290145644,165.44016387903562,95.1286907627575,871.020938302042,425.57271319022533,289.1332280184834,167.0725059129441,578.6945869330453,334.70780603031227,843.9407770835446,557.2573311334589,3,pros,10000,master,master,right,0.013448272409058043,1.5943568226324862,28557.138061042162
match_11,player_4,391.6950855008602,229.10122795870961,605.3621255429265,333.63325187261455,10857.54597146407,754.7375929210359,613.0958020390626,337.2867208131332,74.50821470877443,39.516075371465206,93.22502641983532,39.50850306417705,76.77041858634954,42.71934063742819,77.78916774942816,40.91430888556026,jungle,4.0,4.0,2.0,a little bit,626.3931694714765,335.41019172564773,272.0856959412889,183.03424945403685,171.97988887258853,85.33294649232717,515.1296619028238,324.1915291445087,300.2363855791743,149.87577601470147,578.6481371490281,334.48160520674116,1153.7719666210912,789.3178354329721,4,amateurs,415,gold,gold,right,0.03607583946632527,1.565237408301562,10231.152801992594
match_11,player_4,391.6950855008602,229.10122795870961,605.3621255429265,333.63325187261455,10857.54597146407,754.7375929210359,613.0958020390626,337.2867208131332,74.50821470877443,39.516075371465206,93.22502641983532,39.50850306417705,76.77041858634954,42.71934063742819,77.78916774942816,40.91430888556026,jungle,4.0,4.0,2.0,a little bit,626.3931694714765,335.41019172564773,272.0856959412889,183.03424945403685,171.97988887258853,85.33294649232717,515.1296619028238,324.1915291445087,300.2363855791743,149.87577601470147,578.6481371490281,334.48160520674116,1153.7719666210912,789.3178354329721,4,pros,7000,diamond,diamond,right,0.03607583946632527,1.565237408301562,10231.152801992594
match_12,player_0,156.24876874829704,89.89724962641215,243.7524712220572,130.51333543366474,16946.63063041537,1049.3014758400236,271.35218809422304,133.13306887301556,50.83994157722387,15.70311095635938,48.11273528055991,15.7333045494412,29.920911504617738,23.467059235568176,30.588997961121294,16.31169546779578,adc,5.0,5.0,1.0,no,275.61901932504895,130.9037581410775,,,,,376.6208506531868,314.79195588645536,,,226.98045154185021,131.41020066615098,630.6041555527191,354.4451412043109,0,amateurs,336,gold,gold,right,0.009220049232597645,1.736667677648582,16671.011611090322
match_12,player_0,156.24876874829704,89.89724962641215,243.7524712220572,130.51333543366474,16946.63063041537,1049.3014758400236,271.35218809422304,133.13306887301556,50.83994157722387,15.70311095635938,48.11273528055991,15.7333045494412,29.920911504617738,23.467059235568176,30.588997961121294,16.31169546779578,adc,5.0,5.0,1.0,no,275.61901932504895,130.9037581410775,,,,,376.6208506531868,314.79195588645536,,,226.98045154185021,131.41020066615098,630.6041555527191,354.4451412043109,0,pros,5000,diamond,diamond,left,0.009220049232597645,1.736667677648582,16671.011611090322
match_12,player_1,157.25469601301305,91.3909337140912,243.72588573876993,130.91038833202484,18382.24542425043,2434.6159550873863,263.16499844360084,133.1521303809219,33.47364457183308,15.618675708098685,49.12814159053727,15.588879014134022,33.394076485301305,16.202536607726703,33.69279194033562,17.558728281960764,top,4.0,4.0,1.0,a little bit,275.71885088994156,130.67337411231796,28.48556534204562,10.594440519594542,81.56306435485939,27.29391816620681,,,142.25061293507218,48.811690630117745,226.89403221365637,131.44210775905069,557.4888156248475,328.94722500992543,1,amateurs,1200,gold,gold,right,0.008554705498437261,1.673495313286722,18106.526573360487
match_12,player_1,157.25469601301305,91.3909337140912,243.72588573876993,130.91038833202484,18382.24542425043,2434.6159550873863,263.16499844360084,133.1521303809219,33.47364457183308,15.618675708098685,49.12814159053727,15.588879014134022,33.394076485301305,16.202536607726703,33.69279194033562,17.558728281960764,top,4.0,4.0,1.0,a little bit,275.71885088994156,130.67337411231796,28.48556534204562,10.594440519594542,81.56306435485939,27.29391816620681,,,142.25061293507218,48.811690630117745,226.89403221365637,131.44210775905069,557.4888156248475,328.94722500992543,1,pros,6000,diamond,diamond,right,0.008554705498437261,1.673495313286722,18106.526573360487
match_12,player_2,157.09375590332698,92.29621055337195,243.28290398479723,131.00864492027077,17807.721381318708,678.806250152482,266.9436372033537,133.21817676516864,51.80743139108622,15.789111911592288,43.45072436345178,15.616160170588966,36.65493777076813,18.067245687918373,35.855060072883894,17.667581798313446,adc,5.0,5.0,1.0,a little bit,276.0216833913474,129.9617284215581,41.50819245040983,43.32050319820417,81.7248028238606,27.768767002135633,546.3298583524255,335.06006047971647,142.25189280110922,48.84566801860508,226.99325440528634,131.62010213281278,624.5437907178222,391.17111539164415,2,amateurs,1000,platinum,platinum,right,0.008821665194026756,1.699263181843863,17531.69969792736
match_12,player_2,157.09375590332698,92.29621055337195,243.28290398479723,131.00864492027077,17807.721381318708,678.806250152482,266.9436372033537,133.21817676516864,51.80743139108622,15.789111911592288,43.45072436345178,15.616160170588966,36.65493777076813,18.067245687918373,35.855060072883894,17.667581798313446,adc,5.0,5.0,1.0,a little bit,276.0216833913474,129.9617284215581,41.50819245040983,43.32050319820417,81.7248028238606,27.768767002135633,546.3298583524255,335.06006047971647,142.25189280110922,48.84566801860508,226.99325440528634,131.62010213281278,624.5437907178222,391.17111539164415,2,pros,5000,diamond,diamond,right,0.008821665194026756,1.699263181843863,17531.69969792736
match_12,player_3,156.00151852645305,90.51935448671412,,,29280.94403710216,1829.3578322842627,269.55540882546,132.88295999769505,52.11970035776844,15.61295504093313,17.823093197155323,18.069124535229626,38.92971096220219,17.661536978980003,26.647058786469387,15.41015624550054,mid,5.0,5.0,1.0,yes,276.1810092672658,131.03627693905227,110.67786902564941,133.84762422015885,65.4907383662849,37.09266030146734,556.7026253073276,281.2758152675661,113.2533661347284,65.52652817114627,226.89403221365637,131.46649979180822,556.5329637263097,385.4979625252656,3,amateurs,400,no_rank,no_rank,right,0.005327748938813391,1.7279024566151853,29004.763027834895
